ProductID,Name,Category,Price,Stock
180,Course,Home,482.73,398
181,Benefit,Toys,482.73,280
182,Book,Books,482.73,291
183,Need,Home,482.73,202
184,Statement,Clothing,482.73,50
185,Large,Clothing,482.73,270
186,Thank,Home,482.73,323
187,Writer,Books,482.73,276
188,Technology,Clothing,482.73,140
189,Government,Toys,482.73,469
190,Material,Clothing,482.73,274
191,Big,Electronics,482.73,289
192,Song,Electronics,482.73,333
193,Yes,Books,482.73,380
194,Life,Home,482.73,451
195,Will,Books,482.73,495
196,Character,Books,482.73,372
197,Bill,Books,482.73,51
198,Phone,Books,482.73,493
199,Woman,Toys,482.73,26
200,Sister,Toys,482.73,156
201,Response,Clothing,482.73,238
202,Worker,Electronics,482.73,155
203,Bring,Books,482.73,290
204,Lead,Clothing,482.73,135
205,Set,Electronics,482.73,143
206,Century,Home,482.73,105
207,Television,Toys,482.73,419
208,Remember,Electronics,482.73,157
209,Message,Home,482.73,145
210,Rise,Electronics,482.73,1
211,Hair,Toys,482.73,432
212,Opportunity,Toys,482.73,76
213,Establish,Clothing,482.73,131
214,Agree,Books,482.73,89
215,House,Electronics,482.73,344
216,Term,Electronics,482.73,349
217,Cultural,Home,482.73,458
218,Scientist,Toys,482.73,262
219,Join,Electronics,482.73,350
220,Spend,Toys,482.73,107
221,Market,Electronics,482.73,73
222,Girl,Clothing,482.73,38
223,Guy,Books,482.73,396
224,Good,Electronics,482.73,158
225,Ask,Toys,482.73,70
226,Where,Clothing,482.73,446
227,End,Electronics,482.73,311
228,Simple,Home,482.73,240
229,She,Books,482.73,425
230,They,Electronics,482.73,444
231,American,Clothing,482.73,297
232,Quality,Home,482.73,439
233,Opportunity,Clothing,482.73,35
234,Just,Clothing,482.73,83
235,Indeed,Home,482.73,451
236,Short,Clothing,482.73,373
237,Suddenly,Home,482.73,262
238,To,Electronics,482.73,309
239,Often,Home,482.73,384
240,Experience,Home,482.73,171
241,Nature,Books,482.73,375
242,Most,Home,482.73,172
243,Common,Home,482.73,361
244,Window,Electronics,482.73,46
245,Choose,Books,482.73,378
246,Image,Toys,482.73,140
247,Investment,Electronics,482.73,374
248,Enjoy,Electronics,482.73,405
249,Price,Toys,482.73,117
250,Report,Home,482.73,276
251,Explain,Clothing,482.73,213
252,Mention,Books,482.73,219
253,Argue,Clothing,482.73,392
254,Firm,Toys,482.73,25
255,Store,Electronics,482.73,8
256,That,Electronics,482.73,270
257,Clear,Books,482.73,9
258,Feel,Electronics,482.73,471
259,Off,Electronics,482.73,377
260,Give,Books,482.73,120
261,Claim,Books,482.73,124
262,Explain,Toys,482.73,169
263,Phone,Electronics,482.73,71
264,Miss,Electronics,482.73,151
265,Majority,Toys,482.73,207
266,Research,Home,482.73,48
267,Physical,Home,482.73,153
268,Region,Home,482.73,346
269,Into,Toys,482.73,292
270,Surface,Electronics,482.73,67
271,However,Toys,482.73,49
272,Social,Toys,482.73,151
273,Anyone,Home,482.73,18
274,Make,Clothing,482.73,99
275,Always,Electronics,482.73,59
276,Clearly,Home,482.73,166
277,Professional,Clothing,482.73,201
278,Order,Clothing,482.73,344
279,All,Books,482.73,145
280,Soon,Electronics,482.73,402
281,Require,Clothing,482.73,163
282,Education,Home,482.73,457
283,Continue,Books,482.73,480
284,Chair,Electronics,482.73,438
285,Whole,Toys,482.73,241
286,Conference,Home,482.73,68
287,Agree,Clothing,482.73,174
288,Property,Clothing,482.73,48
289,Study,Home,482.73,482
290,Study,Clothing,482.73,107
291,But,Books,482.73,225
292,Me,Electronics,482.73,160
293,Simply,Books,482.73,118
294,Someone,Clothing,482.73,148
295,Material,Toys,482.73,464
296,Source,Electronics,482.73,149
297,Become,Electronics,482.73,431
298,Leg,Home,482.73,292
299,Themselves,Home,482.73,142
300,Camera,Toys,482.73,418
301,Office,Electronics,482.73,475
302,Size,Toys,482.73,454
303,Threat,Home,482.73,159
304,Institution,Home,482.73,10
305,Cultural,Electronics,482.73,137
306,I,Books,482.73,456
307,Decade,Clothing,482.73,77
308,Money,Home,482.73,76
309,Over,Home,482.73,440
310,Summer,Books,482.73,253
311,Smile,Books,482.73,408
312,Military,Toys,482.73,257
313,Improve,Toys,482.73,319
314,Either,Clothing,482.73,290
315,Result,Clothing,482.73,262
316,Model,Electronics,482.73,84
317,Theory,Toys,482.73,145
318,Those,Home,482.73,322
319,Power,Toys,482.73,41
320,Though,Home,482.73,373
321,Ahead,Books,482.73,124
322,Result,Toys,482.73,166
323,One,Books,482.73,424
324,Much,Clothing,482.73,240
325,State,Clothing,482.73,458
326,Wait,Electronics,482.73,486
327,Sport,Toys,482.73,279
328,Threat,Books,482.73,187
329,Radio,Home,482.73,301
330,Usually,Clothing,482.73,18
331,Way,Clothing,482.73,67
332,See,Home,482.73,217
333,Wait,Books,482.73,101
334,Perhaps,Books,482.73,41
335,Minute,Toys,482.73,287
336,Campaign,Toys,482.73,166
337,That,Electronics,482.73,108
338,Industry,Clothing,482.73,493
339,Character,Toys,482.73,35
340,Black,Books,482.73,231
341,Forward,Home,482.73,228
342,And,Books,482.73,352
343,Read,Clothing,482.73,163
344,Any,Books,482.73,386
345,Indeed,Electronics,482.73,72
346,Long,Clothing,482.73,135
347,Hold,Home,482.73,352
348,Culture,Electronics,482.73,378
349,Own,Clothing,482.73,69
350,Situation,Home,482.73,424
351,Movie,Electronics,482.73,486
352,Everyone,Electronics,482.73,195
353,People,Clothing,482.73,268
354,Executive,Toys,482.73,48
355,Challenge,Electronics,482.73,315
356,Mention,Electronics,482.73,129
357,Democratic,Home,482.73,443
358,Pass,Books,482.73,4
359,Ahead,Clothing,482.73,427
360,Yes,Clothing,482.73,26
361,Magazine,Toys,482.73,159
362,Something,Toys,482.73,148
363,Real,Clothing,482.73,263
364,He,Toys,482.73,229
365,Maintain,Home,482.73,199
366,Seek,Clothing,482.73,49
367,Security,Toys,482.73,66
368,Up,Clothing,482.73,299
369,Medical,Books,482.73,380
370,If,Electronics,482.73,57
371,Law,Clothing,482.73,258
372,Buy,Electronics,482.73,341
373,Decide,Toys,482.73,325
374,Her,Electronics,482.73,129
375,Change,Clothing,482.73,214
376,Listen,Books,482.73,171
377,Arm,Toys,482.73,257
378,Surface,Clothing,482.73,101
379,Management,Toys,482.73,208
380,Term,Home,482.73,290
381,Skin,Electronics,482.73,353
382,During,Home,482.73,470
383,Well,Clothing,482.73,285
384,Baby,Books,482.73,115
385,Section,Toys,482.73,263
386,Above,Electronics,482.73,149
387,Garden,Toys,482.73,299
388,Miss,Clothing,482.73,441
389,Ground,Toys,482.73,35
390,Keep,Electronics,482.73,452
391,Must,Clothing,482.73,332
392,Deep,Toys,482.73,476
393,Red,Books,482.73,286
394,Write,Clothing,482.73,302
395,Agent,Clothing,482.73,310
396,System,Books,482.73,207
397,Analysis,Home,482.73,105
398,Section,Electronics,482.73,445
399,Her,Home,482.73,157
400,Establish,Toys,482.73,120
401,Song,Books,482.73,54
402,Be,Home,482.73,399
403,Here,Clothing,482.73,11
404,Tv,Toys,482.73,144
405,Part,Toys,482.73,399
406,Nature,Home,482.73,395
407,Also,Home,482.73,135
408,Trial,Books,482.73,467
409,Economy,Electronics,482.73,2
410,Station,Home,482.73,143
411,Reach,Home,482.73,29
412,Sound,Clothing,482.73,236
413,Try,Toys,482.73,278
414,Seem,Electronics,482.73,347
415,Doctor,Clothing,482.73,114
416,Production,Books,482.73,103
417,During,Books,482.73,117
418,Knowledge,Home,482.73,4
419,White,Home,482.73,467
420,Happy,Books,482.73,359
421,Information,Home,482.73,247
422,Democratic,Electronics,482.73,363
423,National,Home,482.73,320
424,Role,Toys,482.73,120
425,Watch,Home,482.73,285
426,Training,Clothing,482.73,148
427,Ready,Electronics,482.73,83
428,Once,Clothing,482.73,453
429,Drop,Clothing,482.73,405
430,Realize,Toys,482.73,465
431,Compare,Electronics,482.73,455
432,Enter,Electronics,482.73,230
433,Often,Electronics,482.73,287
434,Why,Electronics,482.73,160
435,Discuss,Electronics,482.73,271
436,Take,Toys,482.73,459
437,Available,Home,482.73,37
438,Situation,Clothing,482.73,499
439,Sister,Electronics,482.73,225
440,Happen,Home,482.73,141
441,Back,Home,482.73,291
442,Chance,Clothing,482.73,480
443,Worker,Toys,482.73,150
444,Catch,Books,482.73,113
445,Its,Books,482.73,236
446,Born,Home,482.73,65
447,Whose,Clothing,482.73,360
448,Increase,Books,482.73,340
449,Explain,Home,482.73,257
450,Force,Toys,482.73,474
451,End,Books,482.73,248
452,Government,Home,482.73,456
453,Analysis,Home,482.73,448
454,Treat,Electronics,482.73,330
455,Year,Toys,482.73,322
456,Music,Electronics,482.73,179
457,Allow,Clothing,482.73,189
458,Cost,Electronics,482.73,406
459,Our,Electronics,482.73,153
460,Turn,Books,482.73,195
461,Mission,Home,482.73,465
462,Chair,Toys,482.73,310
463,Game,Electronics,482.73,261
464,Knowledge,Toys,482.73,418
465,Local,Electronics,482.73,405
466,Her,Clothing,482.73,426
467,Fall,Electronics,482.73,142
468,Where,Books,482.73,341
469,Mr,Home,482.73,315
470,Stage,Clothing,482.73,100
471,Smile,Electronics,482.73,243
472,Article,Toys,482.73,489
473,Reason,Clothing,482.73,11
474,Nature,Clothing,482.73,238
475,Population,Electronics,482.73,48
476,Kitchen,Clothing,482.73,41
477,Republican,Toys,482.73,165
478,Real,Clothing,482.73,81
479,Side,Toys,482.73,428
480,Food,Electronics,482.73,290
481,Husband,Home,482.73,157
482,Perhaps,Clothing,482.73,215
483,By,Home,482.73,489
484,Receive,Toys,482.73,157
485,Certainly,Clothing,482.73,461
486,Miss,Books,482.73,133
487,Tree,Home,482.73,66
488,Court,Clothing,482.73,335
489,Edge,Home,482.73,6
490,Administration,Clothing,482.73,435
491,Eye,Electronics,482.73,13
492,Indeed,Home,482.73,72
493,Former,Books,482.73,398
494,Represent,Books,482.73,404
495,Expect,Toys,482.73,162
496,Call,Clothing,482.73,65
497,Sometimes,Home,482.73,346
498,Trade,Toys,482.73,129
499,They,Home,482.73,418
500,Happy,Clothing,482.73,465
501,Increase,Books,482.73,205
502,Show,Electronics,482.73,275
503,Research,Books,482.73,465
504,Onto,Toys,482.73,255
505,Trade,Electronics,482.73,265
506,Quickly,Toys,482.73,24
507,Article,Clothing,482.73,449
508,Number,Electronics,482.73,280
509,Research,Toys,482.73,252
510,Treat,Clothing,482.73,309
511,Long,Books,482.73,288
512,Quite,Clothing,482.73,163
513,Like,Home,482.73,94
514,Necessary,Clothing,482.73,269
515,Information,Clothing,482.73,320
516,Some,Home,482.73,109
517,Ability,Toys,482.73,335
518,World,Toys,482.73,309
519,Political,Clothing,482.73,237
520,Hit,Home,482.73,380
521,Idea,Home,482.73,435
522,Gas,Books,482.73,386
523,Stage,Toys,482.73,482
524,Early,Electronics,482.73,424
525,Force,Toys,482.73,389
526,Travel,Toys,482.73,24
527,Nation,Books,482.73,140
528,Sure,Electronics,482.73,116
529,Bill,Books,482.73,481
530,Or,Electronics,482.73,391
531,Response,Clothing,482.73,404
532,Research,Electronics,482.73,481
533,Grow,Books,482.73,451
534,Hair,Toys,482.73,24
535,Five,Electronics,482.73,78
536,Assume,Electronics,482.73,67
537,Yes,Home,482.73,172
538,Compare,Toys,482.73,443
539,Story,Clothing,482.73,11
540,Scientist,Books,482.73,287
541,Science,Clothing,482.73,127
542,Agreement,Toys,482.73,95
543,Again,Electronics,482.73,91
544,Memory,Electronics,482.73,140
545,Resource,Toys,482.73,30
546,Together,Electronics,482.73,333
547,Successful,Electronics,482.73,19
548,Century,Electronics,482.73,145
549,Network,Books,482.73,476
550,Capital,Books,482.73,315
551,Five,Home,482.73,446
552,Space,Clothing,482.73,389
553,Thought,Toys,482.73,159
554,City,Toys,482.73,348
555,Fall,Toys,482.73,42
556,Man,Home,482.73,253
557,Understand,Books,482.73,129
558,Need,Home,482.73,59
559,Them,Toys,482.73,150
560,Country,Clothing,482.73,466
561,Understand,Electronics,482.73,286
562,Program,Books,482.73,498
563,Either,Books,482.73,4
564,Arm,Home,482.73,466
565,Fire,Books,482.73,417
566,Operation,Toys,482.73,265
567,Sound,Toys,482.73,344
568,Simple,Home,482.73,129
569,A,Toys,482.73,381
570,Pm,Clothing,482.73,266
571,Go,Home,482.73,177
572,Agent,Clothing,482.73,252
573,Program,Electronics,482.73,414
574,Activity,Clothing,482.73,55
575,Bag,Electronics,482.73,462
576,Herself,Electronics,482.73,456
577,Local,Clothing,482.73,470
578,Already,Home,482.73,82
579,Radio,Toys,482.73,392
580,Up,Toys,482.73,98
581,Low,Electronics,482.73,148
582,Enter,Electronics,482.73,328
583,Four,Home,482.73,155
584,Decision,Books,482.73,189
585,Young,Clothing,482.73,493
586,Summer,Electronics,482.73,370
587,Amount,Toys,482.73,262
588,Detail,Home,482.73,79
589,Pull,Clothing,482.73,399
590,Place,Home,482.73,251
591,Fish,Clothing,482.73,96
592,Main,Clothing,482.73,259
593,Either,Electronics,482.73,259
594,She,Home,482.73,102
595,South,Home,482.73,39
596,Forget,Toys,482.73,272
597,Figure,Toys,482.73,100
598,Reduce,Electronics,482.73,358
599,President,Electronics,482.73,379
600,Power,Books,482.73,307
601,The,Toys,482.73,220
602,Clearly,Clothing,482.73,307
603,Wind,Home,482.73,419
604,Bit,Electronics,482.73,123
605,Thank,Home,482.73,421
606,Memory,Home,482.73,230
607,Commercial,Books,482.73,177
608,Current,Toys,482.73,62
609,State,Electronics,482.73,484
610,But,Home,482.73,115
611,According,Electronics,482.73,190
612,Mother,Clothing,482.73,61
613,Can,Books,482.73,255
614,After,Clothing,482.73,482
615,Church,Electronics,482.73,6
616,Everything,Electronics,482.73,154
617,Think,Toys,482.73,91
618,Study,Home,482.73,469
619,Enter,Home,482.73,13
620,Price,Clothing,482.73,454
621,Fear,Books,482.73,228
622,Address,Home,482.73,85
623,Safe,Toys,482.73,132
624,Itself,Clothing,482.73,182
625,Letter,Clothing,482.73,385
626,Out,Toys,482.73,61
627,Provide,Books,482.73,218
628,Well,Toys,482.73,404
629,List,Books,482.73,245
630,Arrive,Toys,482.73,229
631,Actually,Toys,482.73,78
632,Evidence,Electronics,482.73,148
633,Until,Clothing,482.73,137
634,Save,Toys,482.73,470
635,Most,Toys,482.73,313
636,Reality,Home,482.73,375
637,Country,Clothing,482.73,422
638,Tell,Home,482.73,388
639,Stuff,Clothing,482.73,64
640,Young,Home,482.73,12
641,Clear,Toys,482.73,212
642,Myself,Toys,482.73,473
643,Decision,Electronics,482.73,241
644,Happy,Home,482.73,492
645,Give,Books,482.73,212
646,Hope,Electronics,482.73,180
647,These,Home,482.73,337
648,To,Home,482.73,484
649,Course,Electronics,482.73,172
650,Station,Toys,482.73,159
651,Really,Home,482.73,163
652,Position,Toys,482.73,464
653,Effort,Electronics,482.73,482
654,Weight,Toys,482.73,496
655,Five,Clothing,482.73,187
656,Short,Books,482.73,394
657,Music,Home,482.73,190
658,Discuss,Books,482.73,404
659,Similar,Toys,482.73,307
660,Arrive,Home,482.73,255
661,Up,Toys,482.73,182
662,Owner,Clothing,482.73,116
663,Responsibility,Electronics,482.73,281
664,Evening,Home,482.73,195
665,Benefit,Clothing,482.73,33
666,Western,Clothing,482.73,51
667,Close,Home,482.73,111
668,Improve,Toys,482.73,251
669,Different,Clothing,482.73,81
670,Right,Books,482.73,231
671,Already,Clothing,482.73,226
672,Always,Toys,482.73,232
673,Five,Toys,482.73,220
674,Decide,Books,482.73,435
675,Minute,Clothing,482.73,412
676,Set,Toys,482.73,421
677,Much,Home,482.73,41
678,Pattern,Electronics,482.73,20
679,News,Electronics,482.73,41
680,Group,Electronics,482.73,396
681,Identify,Clothing,482.73,112
682,Research,Books,482.73,104
683,Successful,Toys,482.73,191
684,On,Home,482.73,16
685,Themselves,Home,482.73,119
686,Thing,Clothing,482.73,392
687,Manage,Electronics,482.73,424
688,Yard,Clothing,482.73,128
689,Medical,Books,482.73,129
690,Movement,Books,482.73,59
691,Series,Toys,482.73,47
692,Century,Toys,482.73,28
693,Listen,Books,482.73,96
694,Once,Books,482.73,9
695,Defense,Books,482.73,241
696,Husband,Clothing,482.73,313
697,Responsibility,Books,482.73,443
698,Forget,Home,482.73,231
699,College,Electronics,482.73,276
700,Challenge,Books,482.73,283
701,Hold,Electronics,482.73,202
702,Our,Clothing,482.73,246
703,Morning,Electronics,482.73,289
704,Full,Clothing,482.73,263
705,Machine,Home,482.73,442
706,Management,Clothing,482.73,213
707,Condition,Clothing,482.73,199
708,Other,Toys,482.73,432
709,Prove,Books,482.73,78
710,Bad,Books,482.73,400
711,Point,Home,482.73,443
712,Future,Home,482.73,342
713,Theory,Books,482.73,343
714,War,Toys,482.73,172
715,Long,Books,482.73,466
716,Their,Toys,482.73,68
717,No,Home,482.73,415
718,Care,Electronics,482.73,427
719,Speech,Home,482.73,448
720,Century,Home,482.73,86
721,Letter,Clothing,482.73,100
722,Thousand,Clothing,482.73,7
723,Safe,Clothing,482.73,332
724,Reveal,Clothing,482.73,199
725,Pull,Toys,482.73,86
726,All,Books,482.73,42
727,This,Electronics,482.73,384
728,Beat,Home,482.73,108
729,Trouble,Toys,482.73,434
730,Beat,Electronics,482.73,407
731,Write,Toys,482.73,482
732,Decade,Toys,482.73,151
733,Yard,Home,482.73,16
734,Blood,Books,482.73,132
735,Receive,Clothing,482.73,147
736,Sea,Books,482.73,276
737,Possible,Home,482.73,231
738,Yeah,Home,482.73,313
739,Score,Home,482.73,414
740,Film,Electronics,482.73,365
741,Realize,Books,482.73,227
742,Role,Books,482.73,138
743,Course,Toys,482.73,435
744,Standard,Toys,482.73,398
745,Nation,Toys,482.73,210
746,Finally,Home,482.73,390
747,Her,Books,482.73,498
748,Clearly,Home,482.73,27
749,Bad,Electronics,482.73,50
750,Hot,Toys,482.73,490
751,Any,Home,482.73,441
752,Scientist,Home,482.73,260
753,While,Electronics,482.73,260
754,Quality,Clothing,482.73,349
755,Song,Books,482.73,351
756,Word,Clothing,482.73,7
757,Board,Toys,482.73,319
758,Institution,Home,482.73,137
759,Song,Electronics,482.73,37
760,Through,Electronics,482.73,110
761,Bed,Books,482.73,479
762,Drive,Clothing,482.73,367
763,Blood,Books,482.73,219
764,Involve,Home,482.73,336
765,Guy,Books,482.73,222
766,How,Electronics,482.73,135
767,Heavy,Electronics,482.73,255
768,Wall,Toys,482.73,359
769,Camera,Toys,482.73,408
770,Center,Home,482.73,328
771,Effect,Clothing,482.73,449
772,Late,Books,482.73,462
773,Discover,Home,482.73,433
774,Court,Toys,482.73,450
775,Interest,Books,482.73,48
776,Performance,Toys,482.73,291
777,Later,Books,482.73,381
778,Significant,Clothing,482.73,323
779,Include,Home,482.73,77
780,Card,Books,482.73,104
781,Building,Electronics,482.73,168
782,Practice,Electronics,482.73,216
783,Clearly,Books,482.73,377
784,Meet,Books,482.73,118
785,Pattern,Books,482.73,189
786,Find,Electronics,482.73,254
787,American,Electronics,482.73,369
788,Argue,Books,482.73,265
789,Bag,Toys,482.73,148
790,Anyone,Toys,482.73,163
791,Huge,Clothing,482.73,139
792,Air,Home,482.73,346
793,Across,Toys,482.73,487
794,What,Electronics,482.73,257
795,Collection,Toys,482.73,373
796,Themselves,Clothing,482.73,268
797,Sign,Clothing,482.73,180
798,Amount,Home,482.73,159
799,Country,Toys,482.73,350
800,Resource,Electronics,482.73,399
801,Check,Electronics,482.73,287
802,Walk,Books,482.73,287
803,You,Electronics,482.73,379
804,Cost,Home,482.73,225
805,Represent,Home,482.73,10
806,Hair,Electronics,482.73,9
807,While,Electronics,482.73,270
808,Behind,Books,482.73,272
809,Now,Electronics,482.73,423
810,May,Books,482.73,401
811,Partner,Books,482.73,182
812,Should,Electronics,482.73,456
813,Avoid,Clothing,482.73,152
814,Everything,Clothing,482.73,487
815,Spend,Books,482.73,314
816,Try,Electronics,482.73,333
817,Concern,Clothing,482.73,123
818,Whether,Electronics,482.73,472
819,Century,Electronics,482.73,113
820,Election,Electronics,482.73,277
821,Stay,Toys,482.73,499
822,None,Electronics,482.73,413
823,Himself,Toys,482.73,467
824,Population,Books,482.73,212
825,Arm,Clothing,482.73,171
826,Finish,Clothing,482.73,287
827,Act,Clothing,482.73,434
828,Laugh,Clothing,482.73,173
829,Each,Clothing,482.73,112
830,Old,Clothing,482.73,375
831,Protect,Clothing,482.73,404
832,Early,Books,482.73,482
833,Character,Electronics,482.73,121
834,Stay,Home,482.73,31
835,Nature,Toys,482.73,221
836,Speech,Home,482.73,118
837,Senior,Home,482.73,38
838,Article,Electronics,482.73,496
839,Half,Electronics,482.73,267
840,See,Electronics,482.73,232
841,Modern,Clothing,482.73,430
842,Cultural,Books,482.73,17
843,White,Clothing,482.73,148
844,Up,Books,482.73,396
845,View,Books,482.73,148
846,Pretty,Home,482.73,125
847,Enjoy,Home,482.73,391
848,Price,Books,482.73,301
849,Road,Books,482.73,359
850,Turn,Clothing,482.73,237
851,Since,Clothing,482.73,134
852,Behind,Home,482.73,150
853,Air,Electronics,482.73,235
854,Painting,Books,482.73,223
855,Word,Clothing,482.73,202
856,Happen,Home,482.73,255
857,Strong,Clothing,482.73,85
858,Cold,Books,482.73,149
859,Teach,Books,482.73,234
860,Story,Toys,482.73,344
861,Federal,Electronics,482.73,21
862,Only,Toys,482.73,347
863,Stay,Home,482.73,284
864,Forget,Clothing,482.73,268
865,Media,Home,482.73,465
866,Many,Books,482.73,257
867,Also,Toys,482.73,28
868,Although,Toys,482.73,212
869,Sound,Toys,482.73,462
870,Child,Home,482.73,435
871,Marriage,Books,482.73,282
872,Population,Clothing,482.73,49
873,Billion,Clothing,482.73,94
874,Whom,Home,482.73,462
875,Its,Toys,482.73,498
876,Ok,Electronics,482.73,406
877,From,Home,482.73,87
878,As,Home,482.73,43
879,Detail,Books,482.73,460
880,Suddenly,Clothing,482.73,277
881,Other,Home,482.73,170
882,Effort,Home,482.73,420
883,North,Toys,482.73,188
884,You,Toys,482.73,352
885,National,Electronics,482.73,183
886,Type,Books,482.73,2
887,Admit,Electronics,482.73,190
888,Theory,Toys,482.73,117
889,Game,Clothing,482.73,18
890,Cold,Toys,482.73,22
891,Accept,Books,482.73,412
892,Significant,Toys,482.73,29
893,Discussion,Books,482.73,294
894,Month,Books,482.73,107
895,Want,Books,482.73,366
896,Wrong,Books,482.73,280
