OrderDetailID,OrderID,ProductID,Quantity,SubTotal
323,674,279,1,88.76
324,428,686,4,88.76
325,452,328,2,88.76
326,612,776,5,88.76
327,850,315,9,88.76
328,911,474,3,88.76
329,819,111,8,88.76
330,141,699,3,88.76
331,83,781,6,88.76
332,177,935,4,88.76
333,198,229,8,88.76
334,624,497,6,88.76
335,568,156,8,88.76
336,972,473,1,88.76
337,691,701,6,88.76
338,421,272,1,88.76
339,401,887,1,88.76
340,698,2,8,88.76
341,471,758,7,88.76
342,218,722,3,88.76
343,925,511,6,88.76
344,929,913,9,88.76
345,828,286,7,88.76
346,987,871,3,88.76
347,729,13,6,88.76
348,632,608,4,88.76
349,951,498,3,88.76
350,906,733,9,88.76
351,175,238,2,88.76
352,23,94,1,88.76
353,725,338,2,88.76
354,917,781,7,88.76
355,235,171,1,88.76
356,13,981,6,88.76
357,101,606,7,88.76
358,929,661,9,88.76
359,536,624,8,88.76
360,876,567,6,88.76
361,523,849,3,88.76
362,785,936,8,88.76
363,452,467,7,88.76
364,431,628,3,88.76
365,793,143,9,88.76
366,606,201,2,88.76
367,713,180,3,88.76
368,533,714,2,88.76
369,852,364,1,88.76
370,979,479,4,88.76
371,723,565,5,88.76
372,652,471,6,88.76
373,293,384,5,88.76
374,810,692,1,88.76
375,913,926,3,88.76
376,101,417,1,88.76
377,502,825,5,88.76
378,304,308,5,88.76
379,871,649,6,88.76
380,540,694,8,88.76
381,553,367,1,88.76
382,355,1,4,88.76
383,303,44,1,88.76
384,496,739,9,88.76
385,658,843,7,88.76
386,768,98,7,88.76
387,974,720,5,88.76
388,227,265,7,88.76
389,236,800,2,88.76
390,873,783,4,88.76
391,892,140,7,88.76
392,455,481,3,88.76
393,13,237,2,88.76
394,210,974,2,88.76
395,741,953,1,88.76
396,397,904,5,88.76
397,100,72,6,88.76
398,31,667,6,88.76
399,898,190,9,88.76
400,528,268,4,88.76
401,649,321,1,88.76
402,329,107,6,88.76
403,166,232,5,88.76
404,459,42,6,88.76
405,822,702,3,88.76
406,952,883,2,88.76
407,982,139,6,88.76
408,993,615,1,88.76
409,100,683,7,88.76
410,621,863,7,88.76
411,855,273,7,88.76
412,173,481,1,88.76
413,749,416,4,88.76
414,162,506,7,88.76
415,905,733,9,88.76
416,728,725,5,88.76
417,776,853,2,88.76
418,263,424,7,88.76
419,804,407,1,88.76
420,274,568,7,88.76
421,3,390,6,88.76
422,28,342,7,88.76
423,326,946,3,88.76
424,940,614,3,88.76
425,149,933,7,88.76
426,540,493,2,88.76
427,488,192,1,88.76
428,822,499,9,88.76
429,438,822,9,88.76
430,65,712,7,88.76
431,356,233,7,88.76
432,533,945,3,88.76
433,252,227,2,88.76
434,235,371,7,88.76
435,227,139,9,88.76
436,525,856,1,88.76
437,313,817,4,88.76
438,49,149,6,88.76
439,118,115,7,88.76
440,54,450,7,88.76
441,650,63,2,88.76
442,565,104,4,88.76
443,44,851,5,88.76
444,815,871,1,88.76
445,53,668,1,88.76
446,586,273,3,88.76
447,558,6,3,88.76
448,525,147,8,88.76
449,677,184,9,88.76
450,102,998,1,88.76
451,792,28,2,88.76
452,770,962,2,88.76
453,982,550,4,88.76
454,849,119,2,88.76
455,868,293,7,88.76
456,398,371,9,88.76
457,138,244,7,88.76
458,675,580,6,88.76
459,921,726,1,88.76
460,387,218,9,88.76
461,111,177,5,88.76
462,614,299,5,88.76
463,17,676,6,88.76
464,780,58,9,88.76
465,182,269,8,88.76
466,884,308,8,88.76
467,536,570,8,88.76
468,541,288,1,88.76
469,171,977,1,88.76
470,409,105,8,88.76
471,740,228,5,88.76
472,378,247,9,88.76
473,188,700,2,88.76
474,858,494,9,88.76
475,230,83,8,88.76
476,833,186,9,88.76
477,852,252,4,88.76
478,119,355,1,88.76
479,156,750,1,88.76
480,784,872,5,88.76
481,687,696,2,88.76
482,465,796,8,88.76
483,104,897,5,88.76
484,604,938,5,88.76
485,698,210,2,88.76
486,972,816,7,88.76
487,795,808,8,88.76
488,502,609,1,88.76
489,693,447,2,88.76
490,682,460,4,88.76
491,699,968,5,88.76
492,175,472,2,88.76
493,734,720,1,88.76
494,745,370,9,88.76
495,674,900,1,88.76
496,421,934,4,88.76
497,134,492,2,88.76
498,391,923,4,88.76
499,992,137,8,88.76
500,736,367,8,88.76
501,501,912,9,88.76
502,665,184,5,88.76
503,33,588,7,88.76
504,55,287,3,88.76
505,954,472,4,88.76
506,519,375,9,88.76
507,756,654,1,88.76
508,825,749,2,88.76
509,638,537,5,88.76
510,12,511,3,88.76
511,528,802,2,88.76
512,720,579,1,88.76
513,555,250,3,88.76
514,373,920,1,88.76
515,484,510,1,88.76
516,973,630,1,88.76
517,647,73,8,88.76
518,228,282,3,88.76
519,623,916,1,88.76
520,307,960,7,88.76
521,457,360,3,88.76
522,160,10,8,88.76
523,331,211,4,88.76
524,776,835,4,88.76
525,225,152,5,88.76
526,983,5,6,88.76
527,729,195,7,88.76
528,504,954,4,88.76
529,456,283,8,88.76
530,45,464,6,88.76
531,214,113,1,88.76
532,59,271,1,88.76
533,644,163,9,88.76
534,616,460,6,88.76
535,195,105,8,88.76
536,925,693,7,88.76
537,489,556,6,88.76
538,157,282,4,88.76
539,610,687,7,88.76
540,226,162,9,88.76
541,412,983,7,88.76
542,205,351,1,88.76
543,79,434,9,88.76
544,124,852,4,88.76
545,471,140,3,88.76
546,940,471,4,88.76
547,218,132,4,88.76
548,516,87,2,88.76
549,602,688,1,88.76
550,104,183,1,88.76
551,393,368,8,88.76
552,631,129,2,88.76
553,645,246,5,88.76
554,824,601,4,88.76
555,608,578,8,88.76
556,980,670,2,88.76
557,434,899,9,88.76
558,331,378,7,88.76
559,143,149,7,88.76
560,800,985,1,88.76
561,540,852,2,88.76
562,278,433,4,88.76
563,233,628,4,88.76
564,529,726,3,88.76
565,571,469,7,88.76
566,90,446,8,88.76
567,492,481,2,88.76
568,199,884,4,88.76
569,362,294,3,88.76
570,441,765,2,88.76
571,26,143,6,88.76
572,25,250,4,88.76
573,394,878,6,88.76
574,507,948,2,88.76
575,301,975,4,88.76
576,339,302,6,88.76
577,267,25,5,88.76
578,461,789,3,88.76
579,693,984,8,88.76
580,456,889,7,88.76
581,360,890,3,88.76
582,68,901,6,88.76
583,863,70,4,88.76
584,412,625,5,88.76
585,971,875,5,88.76
586,491,112,7,88.76
587,833,364,5,88.76
588,49,303,3,88.76
589,687,471,5,88.76
590,564,964,7,88.76
591,102,91,5,88.76
592,216,530,5,88.76
593,438,661,9,88.76
594,700,988,3,88.76
595,569,739,6,88.76
596,559,726,1,88.76
597,159,872,5,88.76
598,489,663,8,88.76
599,686,192,5,88.76
600,242,963,9,88.76
601,794,552,6,88.76
602,753,242,8,88.76
603,882,138,8,88.76
604,5,345,3,88.76
605,596,180,7,88.76
606,820,712,7,88.76
607,361,503,6,88.76
608,459,203,7,88.76
609,248,573,2,88.76
610,566,192,9,88.76
611,673,5,1,88.76
612,946,890,1,88.76
613,422,237,3,88.76
614,923,693,3,88.76
615,738,311,1,88.76
616,15,549,7,88.76
617,736,56,4,88.76
618,573,443,2,88.76
619,122,237,5,88.76
620,277,870,6,88.76
621,558,861,9,88.76
622,453,197,4,88.76
623,390,585,2,88.76
624,294,571,5,88.76
625,574,752,3,88.76
626,598,514,2,88.76
627,446,449,1,88.76
628,210,360,2,88.76
629,590,700,6,88.76
630,714,819,8,88.76
631,302,30,3,88.76
632,909,779,9,88.76
633,223,988,9,88.76
634,734,108,2,88.76
635,3,844,8,88.76
636,990,935,5,88.76
637,518,602,4,88.76
638,93,717,5,88.76
639,520,891,4,88.76
640,428,968,8,88.76
641,493,959,4,88.76
642,235,960,6,88.76
643,620,445,2,88.76
644,161,893,5,88.76
645,721,438,6,88.76
646,752,732,5,88.76
647,331,890,2,88.76
648,333,606,7,88.76
649,50,457,4,88.76
650,523,615,8,88.76
651,863,735,7,88.76
652,668,698,7,88.76
653,492,981,9,88.76
654,582,696,1,88.76
655,681,495,6,88.76
656,272,674,6,88.76
657,580,247,6,88.76
658,867,543,6,88.76
659,252,564,7,88.76
660,560,857,6,88.76
661,696,588,1,88.76
662,832,897,3,88.76
663,699,439,2,88.76
664,90,278,6,88.76
665,446,552,8,88.76
666,332,613,3,88.76
667,139,111,8,88.76
668,357,385,8,88.76
669,601,833,5,88.76
670,274,761,8,88.76
671,19,191,6,88.76
672,983,490,5,88.76
673,311,694,9,88.76
674,870,426,7,88.76
675,886,405,8,88.76
676,978,335,1,88.76
677,154,209,2,88.76
678,390,22,8,88.76
679,260,678,9,88.76
680,620,611,4,88.76
681,883,208,9,88.76
682,797,8,4,88.76
683,571,702,9,88.76
684,125,687,7,88.76
685,354,785,2,88.76
686,273,529,9,88.76
687,619,602,4,88.76
688,811,653,8,88.76
689,245,657,7,88.76
690,848,166,7,88.76
691,450,849,8,88.76
692,930,496,1,88.76
693,247,590,5,88.76
694,520,429,2,88.76
695,141,774,2,88.76
696,362,163,1,88.76
697,8,366,5,88.76
698,478,526,2,88.76
699,352,239,4,88.76
700,996,72,3,88.76
701,495,445,3,88.76
702,606,655,2,88.76
703,833,822,6,88.76
704,427,509,2,88.76
705,39,795,8,88.76
706,593,269,8,88.76
707,187,753,5,88.76
708,596,415,7,88.76
709,600,245,4,88.76
710,754,675,1,88.76
711,854,60,2,88.76
712,93,6,4,88.76
713,86,709,1,88.76
714,44,982,8,88.76
715,137,570,9,88.76
716,421,817,4,88.76
717,74,407,3,88.76
718,548,217,2,88.76
719,613,930,5,88.76
720,988,26,3,88.76
721,512,815,7,88.76
722,156,5,6,88.76
723,938,986,1,88.76
724,255,532,8,88.76
725,171,390,2,88.76
726,981,710,5,88.76
727,728,571,9,88.76
728,170,448,8,88.76
729,764,754,2,88.76
730,872,146,9,88.76
731,322,388,5,88.76
732,567,785,6,88.76
733,456,249,3,88.76
734,944,526,3,88.76
735,603,462,8,88.76
736,790,13,2,88.76
737,613,903,2,88.76
738,155,384,5,88.76
739,889,556,6,88.76
740,349,887,2,88.76
741,451,399,5,88.76
742,876,19,7,88.76
743,653,575,8,88.76
744,173,491,7,88.76
745,10,751,8,88.76
746,740,419,9,88.76
747,265,337,5,88.76
748,438,419,5,88.76
749,760,915,4,88.76
750,247,916,9,88.76
751,667,612,5,88.76
752,546,675,2,88.76
753,499,928,8,88.76
754,129,122,7,88.76
755,672,432,8,88.76
756,601,44,3,88.76
757,605,872,4,88.76
758,327,920,5,88.76
759,753,317,6,88.76
760,835,381,1,88.76
761,980,145,4,88.76
762,404,327,5,88.76
763,629,363,7,88.76
764,606,50,5,88.76
765,675,65,1,88.76
766,611,355,7,88.76
767,625,800,8,88.76
768,359,164,7,88.76
769,603,141,4,88.76
770,858,966,8,88.76
771,718,826,5,88.76
772,17,128,9,88.76
773,274,398,5,88.76
774,685,933,1,88.76
775,116,880,9,88.76
776,861,463,5,88.76
777,980,751,6,88.76
778,693,836,4,88.76
779,91,808,6,88.76
780,82,187,8,88.76
781,324,720,3,88.76
782,961,732,5,88.76
783,114,912,2,88.76
784,769,190,2,88.76
785,58,388,7,88.76
786,154,429,6,88.76
787,877,858,4,88.76
788,404,284,5,88.76
789,628,864,1,88.76
790,855,237,7,88.76
791,266,194,8,88.76
792,315,287,9,88.76
793,715,771,8,88.76
794,41,758,5,88.76
795,105,136,3,88.76
796,901,792,9,88.76
797,890,783,6,88.76
798,193,171,5,88.76
799,401,159,3,88.76
800,278,201,6,88.76
801,354,487,3,88.76
802,749,557,6,88.76
803,937,962,4,88.76
804,733,776,2,88.76
805,580,583,8,88.76
806,709,504,4,88.76
807,256,876,9,88.76
808,651,371,7,88.76
809,824,103,2,88.76
810,947,125,4,88.76
811,661,313,5,88.76
812,99,976,3,88.76
813,588,995,9,88.76
814,282,798,5,88.76
815,883,458,2,88.76
816,403,230,3,88.76
817,109,658,9,88.76
818,700,882,7,88.76
819,199,197,2,88.76
820,303,885,9,88.76
821,327,733,4,88.76
822,154,423,9,88.76
823,552,572,2,88.76
824,645,610,4,88.76
825,405,171,5,88.76
826,462,382,2,88.76
827,132,173,1,88.76
828,791,663,7,88.76
829,874,453,1,88.76
830,84,350,8,88.76
831,399,902,3,88.76
832,754,952,6,88.76
833,628,634,7,88.76
834,109,494,1,88.76
835,221,620,6,88.76
836,904,4,7,88.76
837,553,93,6,88.76
838,368,919,4,88.76
839,147,6,1,88.76
840,112,288,9,88.76
841,615,618,4,88.76
842,558,146,7,88.76
843,924,783,7,88.76
844,494,424,2,88.76
845,505,890,1,88.76
846,475,608,8,88.76
847,836,457,8,88.76
848,890,741,7,88.76
849,271,202,8,88.76
850,995,212,3,88.76
851,421,6,2,88.76
852,897,624,7,88.76
853,707,376,8,88.76
854,367,891,1,88.76
855,280,447,9,88.76
856,283,835,4,88.76
857,40,106,4,88.76
858,959,651,3,88.76
859,189,811,6,88.76
860,164,401,1,88.76
861,994,96,6,88.76
862,989,388,2,88.76
863,536,959,9,88.76
864,536,452,2,88.76
865,4,849,7,88.76
866,835,809,1,88.76
867,290,979,7,88.76
868,953,901,5,88.76
869,433,416,8,88.76
870,471,726,4,88.76
871,181,504,7,88.76
872,248,454,6,88.76
873,628,291,5,88.76
874,279,534,4,88.76
875,877,193,7,88.76
876,581,980,5,88.76
877,863,150,5,88.76
878,254,880,1,88.76
879,181,759,2,88.76
880,830,779,5,88.76
881,681,973,3,88.76
882,825,763,2,88.76
883,509,515,4,88.76
884,761,393,4,88.76
885,700,316,4,88.76
886,566,76,4,88.76
887,326,599,3,88.76
888,357,270,7,88.76
889,825,225,9,88.76
890,650,530,5,88.76
891,680,113,4,88.76
892,391,251,2,88.76
893,615,233,2,88.76
894,934,841,5,88.76
895,85,791,7,88.76
896,317,714,9,88.76
897,212,83,7,88.76
898,515,125,5,88.76
899,384,175,6,88.76
900,691,69,3,88.76
901,342,47,5,88.76
902,815,884,8,88.76
903,964,256,1,88.76
904,988,727,1,88.76
905,844,30,7,88.76
906,38,281,5,88.76
907,511,924,5,88.76
908,420,994,1,88.76
909,751,237,9,88.76
910,169,248,1,88.76
911,965,368,5,88.76
912,909,495,9,88.76
913,343,25,4,88.76
914,826,586,8,88.76
915,306,718,6,88.76
916,542,490,3,88.76
917,702,494,4,88.76
918,869,314,2,88.76
919,537,606,1,88.76
920,112,375,8,88.76
921,411,639,1,88.76
922,947,937,1,88.76
923,206,25,4,88.76
924,185,334,6,88.76
925,382,355,9,88.76
926,496,116,1,88.76
927,379,48,7,88.76
928,47,738,5,88.76
929,886,778,8,88.76
930,740,99,7,88.76
931,551,459,4,88.76
932,528,523,4,88.76
933,504,597,6,88.76
934,22,405,6,88.76
935,213,214,9,88.76
936,310,685,5,88.76
937,661,903,8,88.76
938,968,503,5,88.76
939,753,721,2,88.76
940,272,448,6,88.76
941,571,894,9,88.76
942,799,576,3,88.76
943,938,258,1,88.76
944,202,844,1,88.76
945,32,121,3,88.76
946,443,810,5,88.76
947,162,978,3,88.76
948,767,54,9,88.76
949,254,331,8,88.76
950,521,784,3,88.76
951,977,241,9,88.76
952,651,755,6,88.76
953,480,530,7,88.76
954,10,483,4,88.76
955,726,187,4,88.76
956,505,858,2,88.76
957,785,656,5,88.76
958,836,262,8,88.76
959,560,953,7,88.76
960,436,364,7,88.76
961,111,491,6,88.76
962,153,431,3,88.76
963,635,239,5,88.76
964,917,304,1,88.76
965,869,298,7,88.76
966,102,76,9,88.76
967,753,700,1,88.76
968,833,333,2,88.76
969,191,900,3,88.76
970,729,999,3,88.76
971,563,758,8,88.76
972,804,642,7,88.76
973,81,474,6,88.76
974,489,827,4,88.76
975,895,923,9,88.76
976,88,283,1,88.76
977,194,591,2,88.76
978,104,72,4,88.76
979,783,263,3,88.76
980,96,703,1,88.76
981,423,879,5,88.76
982,891,887,7,88.76
983,198,942,2,88.76
984,1,575,5,88.76
985,407,1000,6,88.76
986,378,892,7,88.76
987,167,12,1,88.76
988,509,141,7,88.76
989,638,766,4,88.76
990,313,555,8,88.76
991,593,17,4,88.76
992,418,63,6,88.76
993,763,253,9,88.76
994,681,465,5,88.76
995,477,376,4,88.76
996,73,804,8,88.76
997,141,981,9,88.76
998,582,520,4,88.76
999,262,837,3,88.76
1000,340,90,8,88.76
1001,308,720,5,88.76
1002,245,804,2,88.76
1003,515,796,9,88.76
1004,337,630,3,88.76
1005,575,861,2,88.76
1006,561,175,1,88.76
1007,76,76,8,88.76
1008,880,613,3,88.76
1009,175,926,7,88.76
1010,109,663,1,88.76
1011,183,400,1,88.76
1012,192,782,9,88.76
1013,65,970,8,88.76
1014,849,71,3,88.76
1015,963,180,6,88.76
1016,474,124,3,88.76
1017,783,381,4,88.76
1018,100,293,1,88.76
1019,544,797,5,88.76
1020,864,195,1,88.76
1021,128,911,1,88.76
1022,452,228,7,88.76
1023,914,431,6,88.76
1024,369,942,2,88.76
1025,851,436,2,88.76
1026,43,787,7,88.76
1027,884,461,1,88.76
1028,419,618,2,88.76
1029,488,21,8,88.76
1030,78,64,6,88.76
1031,826,165,2,88.76
1032,801,27,7,88.76
1033,270,311,4,88.76
1034,674,285,2,88.76
1035,701,660,6,88.76
1036,759,281,9,88.76
1037,900,838,9,88.76
1038,728,831,8,88.76
1039,315,164,3,88.76
1040,925,898,3,88.76
1041,851,918,2,88.76
1042,902,224,5,88.76
1043,889,784,4,88.76
1044,993,146,7,88.76
1045,945,965,4,88.76
1046,168,950,9,88.76
1047,339,868,2,88.76
1048,193,30,6,88.76
1049,453,45,7,88.76
1050,283,787,4,88.76
1051,336,471,6,88.76
1052,390,34,7,88.76
1053,1000,653,4,88.76
1054,525,427,8,88.76
1055,240,830,9,88.76
1056,832,886,1,88.76
1057,958,221,7,88.76
1058,483,868,9,88.76
1059,659,534,5,88.76
1060,716,692,2,88.76
1061,592,948,6,88.76
1062,891,367,7,88.76
1063,555,932,2,88.76
1064,458,841,2,88.76
1065,89,743,1,88.76
1066,660,915,4,88.76
1067,95,550,7,88.76
1068,452,582,9,88.76
1069,428,116,3,88.76
1070,151,239,7,88.76
1071,514,335,7,88.76
1072,376,441,7,88.76
1073,22,148,2,88.76
1074,883,9,6,88.76
1075,313,288,2,88.76
1076,997,388,6,88.76
1077,840,50,3,88.76
1078,519,850,2,88.76
1079,206,517,6,88.76
1080,952,916,2,88.76
1081,375,855,5,88.76
1082,451,638,2,88.76
1083,626,587,3,88.76
1084,784,677,3,88.76
1085,595,278,6,88.76
1086,179,954,6,88.76
1087,210,836,3,88.76
1088,500,989,3,88.76
1089,464,300,1,88.76
1090,840,802,7,88.76
1091,124,589,8,88.76
1092,993,810,2,88.76
1093,113,649,4,88.76
1094,12,618,7,88.76
1095,126,607,8,88.76
1096,565,135,1,88.76
1097,331,580,4,88.76
1098,901,147,6,88.76
1099,283,490,3,88.76
1100,140,478,5,88.76
1101,401,159,9,88.76
1102,902,384,3,88.76
1103,97,163,5,88.76
1104,517,441,8,88.76
1105,569,853,6,88.76
1106,924,189,4,88.76
1107,846,415,8,88.76
1108,69,339,3,88.76
1109,118,607,3,88.76
1110,888,181,4,88.76
1111,59,288,9,88.76
1112,33,834,5,88.76
1113,318,187,8,88.76
1114,50,884,6,88.76
1115,880,138,3,88.76
1116,489,130,8,88.76
1117,19,194,9,88.76
1118,726,316,8,88.76
1119,197,984,4,88.76
1120,891,785,6,88.76
1121,450,864,1,88.76
1122,990,144,4,88.76
1123,559,16,8,88.76
1124,679,302,1,88.76
1125,452,423,3,88.76
1126,289,245,1,88.76
1127,141,927,9,88.76
1128,84,107,2,88.76
1129,694,88,9,88.76
1130,391,129,4,88.76
1131,591,907,2,88.76
1132,215,887,4,88.76
1133,526,341,6,88.76
1134,215,4,7,88.76
1135,403,327,3,88.76
1136,128,410,3,88.76
1137,822,879,8,88.76
1138,477,306,5,88.76
1139,760,908,4,88.76
1140,404,607,7,88.76
1141,29,721,7,88.76
1142,792,225,9,88.76
1143,338,971,9,88.76
1144,831,348,5,88.76
1145,714,992,8,88.76
1146,361,321,1,88.76
1147,569,559,9,88.76
1148,392,988,8,88.76
1149,218,181,6,88.76
