PaymentID,CustomerID,OrderID,PaymentMethod,PaymentDate,Amount
124,895,586,Credit Card,2023-12-25,859.34
125,273,862,Credit Card,2023-05-18,859.34
126,161,278,PayPal,2025-02-02,859.34
127,687,838,Credit Card,2024-04-11,859.34
128,878,754,PayPal,2024-05-29,859.34
129,308,130,Cryptocurrency,2024-06-25,859.34
130,374,350,Bank Transfer,2024-12-30,859.34
131,976,706,Cryptocurrency,2025-03-11,859.34
132,733,544,Bank Transfer,2024-10-30,859.34
133,9,106,Cryptocurrency,2023-08-25,859.34
134,801,912,Bank Transfer,2023-09-15,859.34
135,444,716,Credit Card,2025-03-25,859.34
136,113,1,Bank Transfer,2024-08-03,859.34
137,989,757,Bank Transfer,2023-08-17,859.34
138,205,584,Cryptocurrency,2024-03-30,859.34
139,405,432,Cryptocurrency,2023-04-06,859.34
140,698,306,Cryptocurrency,2024-03-06,859.34
141,853,909,PayPal,2025-02-09,859.34
142,197,527,PayPal,2023-05-18,859.34
143,778,53,Bank Transfer,2023-12-30,859.34
144,774,940,Bank Transfer,2024-12-04,859.34
145,760,520,Credit Card,2024-12-11,859.34
146,115,330,Credit Card,2024-05-04,859.34
147,121,558,Bank Transfer,2023-07-29,859.34
148,653,325,PayPal,2024-07-27,859.34
149,65,114,Bank Transfer,2025-03-02,859.34
150,276,147,Credit Card,2023-08-20,859.34
151,825,166,PayPal,2023-11-16,859.34
152,239,379,PayPal,2023-06-12,859.34
153,302,139,Credit Card,2024-03-15,859.34
154,392,629,Bank Transfer,2023-12-25,859.34
155,522,299,Cryptocurrency,2023-05-28,859.34
156,969,276,Bank Transfer,2023-05-31,859.34
157,369,916,Bank Transfer,2024-08-11,859.34
158,233,789,Credit Card,2024-02-05,859.34
159,195,850,PayPal,2023-07-29,859.34
160,907,825,Credit Card,2024-03-23,859.34
161,12,178,Bank Transfer,2024-12-03,859.34
162,906,842,Cryptocurrency,2024-02-19,859.34
163,921,354,Cryptocurrency,2023-05-02,859.34
164,689,154,Cryptocurrency,2025-02-03,859.34
165,177,926,Credit Card,2024-05-12,859.34
166,217,201,PayPal,2024-01-14,859.34
167,11,878,Credit Card,2023-05-08,859.34
168,446,115,Cryptocurrency,2025-01-10,859.34
169,630,671,Bank Transfer,2024-01-24,859.34
170,164,554,PayPal,2025-01-08,859.34
171,551,759,Credit Card,2023-12-12,859.34
172,53,68,Credit Card,2023-05-12,859.34
173,218,445,PayPal,2023-07-21,859.34
174,718,445,PayPal,2024-09-24,859.34
175,999,326,Bank Transfer,2023-07-04,859.34
176,824,846,PayPal,2024-06-09,859.34
177,360,708,Bank Transfer,2023-05-19,859.34
178,385,602,Cryptocurrency,2023-07-25,859.34
179,56,623,Cryptocurrency,2023-08-05,859.34
180,118,880,Credit Card,2023-04-08,859.34
181,900,359,Cryptocurrency,2023-06-29,859.34
182,253,145,Cryptocurrency,2024-12-10,859.34
183,798,275,Bank Transfer,2024-06-21,859.34
184,780,509,Credit Card,2024-10-25,859.34
185,803,179,PayPal,2024-11-27,859.34
186,845,753,Credit Card,2023-07-17,859.34
187,180,838,Cryptocurrency,2024-02-20,859.34
188,415,831,PayPal,2023-11-26,859.34
189,870,477,Credit Card,2023-08-22,859.34
190,235,843,Credit Card,2023-05-13,859.34
191,855,976,Credit Card,2024-07-14,859.34
192,708,414,Credit Card,2024-11-18,859.34
193,820,153,Bank Transfer,2024-08-04,859.34
194,80,104,Credit Card,2023-05-12,859.34
195,647,75,Cryptocurrency,2025-02-01,859.34
196,22,128,Cryptocurrency,2023-07-02,859.34
197,477,711,Bank Transfer,2024-01-21,859.34
198,843,666,PayPal,2023-11-30,859.34
199,440,568,PayPal,2025-01-08,859.34
200,737,790,Cryptocurrency,2023-05-11,859.34
201,570,345,Cryptocurrency,2023-08-24,859.34
202,93,531,Bank Transfer,2025-03-22,859.34
203,192,159,PayPal,2023-04-28,859.34
204,103,538,PayPal,2023-07-11,859.34
205,396,426,Credit Card,2024-02-16,859.34
206,7,681,Credit Card,2023-12-10,859.34
207,640,996,Credit Card,2023-11-14,859.34
208,567,23,Bank Transfer,2024-03-12,859.34
209,231,47,Cryptocurrency,2025-02-16,859.34
210,874,525,Bank Transfer,2023-12-03,859.34
211,574,729,PayPal,2024-08-21,859.34
212,240,834,Cryptocurrency,2023-07-16,859.34
213,90,706,Credit Card,2024-05-31,859.34
214,232,144,Bank Transfer,2023-09-13,859.34
215,457,585,Bank Transfer,2024-05-15,859.34
216,233,668,Credit Card,2023-06-23,859.34
217,354,589,Bank Transfer,2024-08-10,859.34
218,333,419,Credit Card,2023-11-24,859.34
219,439,681,PayPal,2024-12-30,859.34
220,375,973,Cryptocurrency,2023-12-28,859.34
221,292,799,PayPal,2023-09-08,859.34
222,345,85,PayPal,2024-07-03,859.34
223,664,416,Credit Card,2024-06-19,859.34
224,428,694,Bank Transfer,2024-06-17,859.34
225,657,482,PayPal,2023-04-04,859.34
226,130,456,PayPal,2023-08-31,859.34
227,141,827,PayPal,2023-10-05,859.34
228,415,297,Bank Transfer,2024-09-02,859.34
229,93,112,Bank Transfer,2023-11-08,859.34
230,626,962,Credit Card,2024-01-17,859.34
231,284,230,PayPal,2023-04-06,859.34
232,956,96,Cryptocurrency,2023-10-18,859.34
233,923,950,Bank Transfer,2024-05-29,859.34
234,655,680,Credit Card,2024-11-13,859.34
235,223,378,PayPal,2024-05-22,859.34
236,744,156,Cryptocurrency,2023-10-18,859.34
237,463,421,Bank Transfer,2024-10-15,859.34
238,545,105,Cryptocurrency,2024-03-11,859.34
239,276,705,Bank Transfer,2024-09-28,859.34
240,682,330,Credit Card,2023-12-23,859.34
241,140,439,Cryptocurrency,2025-03-16,859.34
242,357,132,PayPal,2024-03-01,859.34
243,713,867,PayPal,2024-06-06,859.34
244,23,382,Bank Transfer,2024-01-31,859.34
245,968,138,PayPal,2024-04-07,859.34
246,736,943,Cryptocurrency,2023-09-04,859.34
247,880,843,Credit Card,2023-10-03,859.34
248,270,270,Bank Transfer,2023-12-19,859.34
249,859,550,Cryptocurrency,2024-08-08,859.34
250,665,396,Bank Transfer,2023-11-25,859.34
251,333,557,Credit Card,2023-06-05,859.34
252,85,913,Bank Transfer,2024-08-12,859.34
253,621,464,PayPal,2023-05-06,859.34
254,31,675,PayPal,2023-04-25,859.34
255,741,450,Bank Transfer,2024-06-14,859.34
256,240,331,Credit Card,2024-10-05,859.34
257,890,253,Credit Card,2024-03-11,859.34
258,363,681,PayPal,2025-01-28,859.34
259,822,963,Credit Card,2024-10-04,859.34
260,389,285,Bank Transfer,2023-09-22,859.34
261,653,274,Cryptocurrency,2024-01-04,859.34
262,668,20,Bank Transfer,2024-09-04,859.34
263,299,239,PayPal,2024-09-02,859.34
264,857,270,PayPal,2024-06-28,859.34
265,371,418,PayPal,2024-02-01,859.34
266,99,945,Credit Card,2024-04-14,859.34
267,47,310,Bank Transfer,2025-01-21,859.34
268,999,31,Cryptocurrency,2023-10-15,859.34
269,839,826,Bank Transfer,2024-08-06,859.34
270,422,104,Cryptocurrency,2023-05-24,859.34
271,480,682,Bank Transfer,2024-05-19,859.34
272,579,186,PayPal,2023-08-14,859.34
273,62,128,Cryptocurrency,2023-10-30,859.34
274,109,210,Bank Transfer,2025-02-19,859.34
275,679,414,Credit Card,2023-12-10,859.34
276,549,281,Credit Card,2024-11-20,859.34
277,119,959,Bank Transfer,2024-05-08,859.34
278,598,253,PayPal,2024-11-18,859.34
279,382,19,Cryptocurrency,2025-03-10,859.34
280,392,712,Bank Transfer,2023-06-10,859.34
281,977,732,Credit Card,2023-10-17,859.34
282,52,136,Cryptocurrency,2024-08-06,859.34
283,603,223,Credit Card,2023-07-29,859.34
284,289,3,Credit Card,2023-07-26,859.34
285,337,963,Bank Transfer,2025-03-07,859.34
286,810,236,Credit Card,2023-05-31,859.34
287,204,854,Cryptocurrency,2024-05-22,859.34
288,880,465,PayPal,2024-03-06,859.34
289,238,228,Bank Transfer,2025-02-15,859.34
290,382,913,Cryptocurrency,2023-06-04,859.34
291,667,654,Bank Transfer,2024-04-19,859.34
292,752,499,Credit Card,2023-10-29,859.34
293,136,521,Credit Card,2025-03-30,859.34
294,407,702,Cryptocurrency,2025-01-16,859.34
295,508,862,Cryptocurrency,2023-07-22,859.34
296,362,917,PayPal,2023-06-29,859.34
297,381,972,Cryptocurrency,2023-11-18,859.34
298,881,677,Cryptocurrency,2025-01-25,859.34
299,576,992,Bank Transfer,2024-04-28,859.34
300,635,139,Credit Card,2023-09-18,859.34
301,254,276,Cryptocurrency,2024-04-26,859.34
302,477,291,PayPal,2023-11-20,859.34
303,114,53,Cryptocurrency,2024-10-18,859.34
304,20,687,Credit Card,2024-10-11,859.34
305,528,110,Cryptocurrency,2023-05-03,859.34
306,145,715,Bank Transfer,2023-06-19,859.34
307,208,948,Credit Card,2023-12-05,859.34
308,531,648,Cryptocurrency,2024-03-24,859.34
309,376,4,Bank Transfer,2023-11-13,859.34
310,504,667,Credit Card,2024-10-05,859.34
311,904,684,Cryptocurrency,2024-11-28,859.34
312,166,936,Bank Transfer,2023-10-28,859.34
313,550,870,PayPal,2023-11-23,859.34
314,181,47,Bank Transfer,2024-06-21,859.34
315,861,94,PayPal,2024-01-15,859.34
316,617,940,Cryptocurrency,2024-06-18,859.34
317,612,560,Bank Transfer,2024-11-18,859.34
318,602,752,PayPal,2024-10-31,859.34
319,927,859,Credit Card,2024-03-04,859.34
320,812,213,Bank Transfer,2024-04-20,859.34
321,444,436,Cryptocurrency,2024-10-29,859.34
322,332,852,Credit Card,2024-07-08,859.34
323,503,508,PayPal,2024-07-08,859.34
324,913,836,Bank Transfer,2023-12-18,859.34
325,79,651,Bank Transfer,2023-06-27,859.34
326,585,205,Cryptocurrency,2023-07-29,859.34
327,935,381,Credit Card,2024-12-01,859.34
328,938,73,Bank Transfer,2023-07-29,859.34
329,688,516,Bank Transfer,2024-07-27,859.34
330,396,76,Credit Card,2024-12-13,859.34
331,608,841,Bank Transfer,2024-02-10,859.34
332,857,77,Credit Card,2023-11-17,859.34
333,103,816,Credit Card,2024-04-17,859.34
334,402,768,Credit Card,2023-05-15,859.34
335,975,410,Cryptocurrency,2024-10-25,859.34
336,224,614,Credit Card,2023-09-01,859.34
337,518,106,Credit Card,2024-03-25,859.34
338,634,845,PayPal,2023-10-10,859.34
339,236,551,PayPal,2024-04-09,859.34
340,427,476,Cryptocurrency,2023-07-03,859.34
341,116,826,Credit Card,2023-08-02,859.34
342,163,275,PayPal,2024-01-10,859.34
343,226,88,PayPal,2023-10-21,859.34
344,230,723,Bank Transfer,2024-01-23,859.34
345,182,881,Credit Card,2023-04-14,859.34
346,249,77,PayPal,2024-05-17,859.34
347,318,77,Cryptocurrency,2024-02-03,859.34
348,965,442,Bank Transfer,2024-09-05,859.34
349,210,540,Bank Transfer,2024-08-12,859.34
350,656,245,Credit Card,2024-07-10,859.34
351,392,578,Credit Card,2023-12-01,859.34
352,857,778,Bank Transfer,2025-03-13,859.34
353,96,382,Cryptocurrency,2024-01-07,859.34
354,894,982,Credit Card,2024-12-30,859.34
355,858,717,Credit Card,2025-01-31,859.34
356,756,570,Bank Transfer,2025-02-20,859.34
357,86,713,Bank Transfer,2024-08-10,859.34
358,415,737,Credit Card,2023-05-07,859.34
359,394,142,PayPal,2024-10-31,859.34
360,696,893,Credit Card,2025-01-25,859.34
361,633,368,PayPal,2024-11-14,859.34
362,844,84,Bank Transfer,2024-11-14,859.34
363,501,143,PayPal,2023-05-30,859.34
364,604,352,Cryptocurrency,2023-06-21,859.34
365,582,545,Bank Transfer,2023-07-31,859.34
366,916,913,Credit Card,2025-03-28,859.34
367,133,152,Credit Card,2024-04-22,859.34
368,791,158,Bank Transfer,2024-02-08,859.34
369,649,446,Bank Transfer,2024-01-02,859.34
370,314,653,Cryptocurrency,2023-12-23,859.34
371,699,958,Bank Transfer,2023-08-28,859.34
372,221,763,Credit Card,2024-12-17,859.34
373,976,303,Cryptocurrency,2024-04-14,859.34
374,438,624,Credit Card,2025-01-27,859.34
375,46,656,PayPal,2025-01-10,859.34
376,790,450,Bank Transfer,2023-06-15,859.34
377,192,721,PayPal,2023-07-26,859.34
378,520,224,Credit Card,2025-01-17,859.34
379,379,43,PayPal,2024-05-19,859.34
380,788,264,PayPal,2024-05-24,859.34
381,691,756,Credit Card,2025-02-08,859.34
382,334,3,Credit Card,2023-12-14,859.34
383,39,637,Bank Transfer,2024-01-05,859.34
384,293,268,PayPal,2025-01-26,859.34
385,690,596,Cryptocurrency,2023-09-27,859.34
386,162,16,Cryptocurrency,2024-09-04,859.34
387,331,334,Credit Card,2023-06-14,859.34
388,886,464,Credit Card,2024-02-27,859.34
389,104,59,PayPal,2023-11-01,859.34
390,161,177,Credit Card,2025-02-25,859.34
391,799,63,Cryptocurrency,2023-10-29,859.34
392,635,958,Bank Transfer,2024-11-13,859.34
393,54,561,Bank Transfer,2023-10-28,859.34
394,940,307,PayPal,2023-09-24,859.34
395,34,246,Bank Transfer,2024-11-17,859.34
396,242,289,Credit Card,2023-11-01,859.34
397,967,798,Credit Card,2024-03-31,859.34
398,890,955,Credit Card,2024-09-22,859.34
399,113,332,Credit Card,2024-01-25,859.34
400,318,527,PayPal,2024-07-27,859.34
401,23,850,Bank Transfer,2023-09-10,859.34
402,558,255,Cryptocurrency,2023-09-05,859.34
403,824,604,Bank Transfer,2023-10-20,859.34
404,647,510,Credit Card,2023-06-09,859.34
405,118,791,Cryptocurrency,2025-02-18,859.34
406,985,718,PayPal,2025-01-25,859.34
407,701,606,Credit Card,2024-10-02,859.34
408,643,737,Credit Card,2024-11-26,859.34
409,934,813,Cryptocurrency,2025-01-18,859.34
410,212,830,PayPal,2023-09-22,859.34
411,418,463,Cryptocurrency,2023-11-08,859.34
412,113,199,PayPal,2023-11-10,859.34
413,44,271,Credit Card,2025-02-05,859.34
414,128,746,Bank Transfer,2025-01-30,859.34
415,876,558,Credit Card,2023-07-27,859.34
416,158,64,Bank Transfer,2023-09-02,859.34
417,785,230,Bank Transfer,2023-09-09,859.34
418,827,942,PayPal,2024-07-24,859.34
419,394,952,Cryptocurrency,2024-12-07,859.34
420,867,249,PayPal,2023-09-23,859.34
421,852,246,Credit Card,2024-12-14,859.34
422,512,940,Cryptocurrency,2023-05-23,859.34
423,914,587,Bank Transfer,2025-01-23,859.34
424,45,157,Bank Transfer,2024-10-16,859.34
425,108,735,Credit Card,2025-01-21,859.34
426,219,702,Cryptocurrency,2024-03-29,859.34
427,443,985,Credit Card,2024-07-09,859.34
428,830,564,Credit Card,2024-07-29,859.34
429,315,950,PayPal,2023-06-28,859.34
430,177,88,Credit Card,2023-10-25,859.34
431,228,313,Cryptocurrency,2024-08-19,859.34
432,703,851,Credit Card,2024-07-13,859.34
433,983,66,Cryptocurrency,2024-09-11,859.34
434,672,662,Bank Transfer,2023-12-30,859.34
435,906,20,Credit Card,2023-11-13,859.34
436,267,33,Cryptocurrency,2024-11-27,859.34
437,870,840,Bank Transfer,2025-01-23,859.34
438,838,793,Cryptocurrency,2024-07-23,859.34
439,379,558,Bank Transfer,2023-05-01,859.34
440,489,73,PayPal,2024-09-18,859.34
441,702,866,Credit Card,2023-05-12,859.34
442,687,825,Credit Card,2024-07-31,859.34
443,290,343,Bank Transfer,2023-07-17,859.34
444,996,133,PayPal,2024-04-01,859.34
445,357,55,Cryptocurrency,2024-08-06,859.34
446,657,61,PayPal,2025-01-19,859.34
447,744,857,Cryptocurrency,2024-04-16,859.34
448,872,520,Cryptocurrency,2023-06-10,859.34
449,950,272,Credit Card,2023-12-10,859.34
450,204,246,Bank Transfer,2024-06-06,859.34
451,213,176,Credit Card,2025-04-02,859.34
452,552,628,Credit Card,2024-10-18,859.34
453,787,317,Credit Card,2023-12-22,859.34
454,323,783,Cryptocurrency,2025-02-03,859.34
455,594,705,Credit Card,2023-06-15,859.34
456,181,662,Cryptocurrency,2024-09-01,859.34
457,499,131,Bank Transfer,2024-09-22,859.34
458,320,102,Cryptocurrency,2025-01-09,859.34
459,83,310,Cryptocurrency,2023-08-10,859.34
460,303,782,PayPal,2024-10-02,859.34
461,262,292,Credit Card,2023-05-20,859.34
462,784,722,Credit Card,2023-06-30,859.34
463,200,495,Credit Card,2023-05-15,859.34
464,240,361,Credit Card,2023-10-19,859.34
465,914,338,PayPal,2024-07-31,859.34
466,692,579,PayPal,2023-11-03,859.34
467,944,10,PayPal,2023-08-15,859.34
468,683,49,PayPal,2024-10-22,859.34
469,295,487,Credit Card,2024-08-01,859.34
470,512,623,Cryptocurrency,2024-08-11,859.34
471,689,321,Bank Transfer,2023-12-26,859.34
472,881,731,PayPal,2023-09-27,859.34
473,396,569,Cryptocurrency,2024-08-12,859.34
474,749,795,PayPal,2024-06-12,859.34
475,138,971,Credit Card,2023-12-09,859.34
476,839,625,Credit Card,2024-08-18,859.34
477,878,133,Cryptocurrency,2024-11-17,859.34
478,823,583,Cryptocurrency,2025-03-23,859.34
479,129,83,Cryptocurrency,2024-04-23,859.34
480,49,57,Credit Card,2024-01-21,859.34
481,676,376,Credit Card,2024-11-01,859.34
482,789,349,Bank Transfer,2024-05-19,859.34
483,293,271,Cryptocurrency,2024-04-28,859.34
484,628,483,Bank Transfer,2024-07-21,859.34
485,536,111,PayPal,2024-12-08,859.34
486,311,869,Bank Transfer,2024-04-25,859.34
487,537,887,PayPal,2024-04-20,859.34
488,903,76,PayPal,2023-07-08,859.34
489,639,158,Bank Transfer,2023-10-24,859.34
490,234,532,Cryptocurrency,2025-01-21,859.34
491,209,933,PayPal,2024-06-25,859.34
492,605,643,Cryptocurrency,2024-06-03,859.34
493,94,329,Credit Card,2024-02-14,859.34
494,327,122,PayPal,2024-09-04,859.34
495,225,41,Credit Card,2025-03-13,859.34
496,967,167,Bank Transfer,2024-06-23,859.34
497,890,922,Cryptocurrency,2023-12-25,859.34
498,792,642,Bank Transfer,2024-07-01,859.34
499,11,23,PayPal,2025-01-17,859.34
500,329,279,Credit Card,2025-03-08,859.34
501,12,763,PayPal,2024-01-25,859.34
502,35,469,Bank Transfer,2024-10-17,859.34
503,447,400,Cryptocurrency,2024-11-13,859.34
504,452,9,Cryptocurrency,2024-05-07,859.34
505,740,13,PayPal,2024-09-05,859.34
506,220,924,PayPal,2024-07-31,859.34
507,441,923,Credit Card,2024-01-21,859.34
508,653,819,Bank Transfer,2023-09-02,859.34
509,535,832,PayPal,2023-10-12,859.34
510,595,52,Credit Card,2024-04-17,859.34
511,229,209,PayPal,2023-07-30,859.34
512,935,550,Cryptocurrency,2023-06-17,859.34
513,344,612,Credit Card,2024-07-03,859.34
514,80,705,Credit Card,2025-03-08,859.34
515,353,402,PayPal,2025-03-19,859.34
516,396,191,Bank Transfer,2025-03-16,859.34
517,290,51,Cryptocurrency,2024-03-08,859.34
518,455,393,Bank Transfer,2024-01-14,859.34
519,843,653,Credit Card,2024-07-15,859.34
520,671,680,Bank Transfer,2025-01-11,859.34
521,989,823,Credit Card,2024-06-30,859.34
522,128,621,Bank Transfer,2024-10-14,859.34
523,702,719,PayPal,2024-01-24,859.34
524,909,939,Bank Transfer,2024-09-14,859.34
525,543,300,Credit Card,2024-04-21,859.34
526,898,622,Cryptocurrency,2024-04-12,859.34
527,359,196,Cryptocurrency,2024-11-26,859.34
528,527,417,Cryptocurrency,2024-06-26,859.34
529,313,664,Credit Card,2023-11-07,859.34
530,75,420,Bank Transfer,2025-03-09,859.34
531,546,755,Cryptocurrency,2024-10-26,859.34
532,871,640,Cryptocurrency,2025-02-07,859.34
533,196,617,Cryptocurrency,2024-08-29,859.34
534,843,522,PayPal,2024-08-21,859.34
535,29,356,Credit Card,2025-02-15,859.34
536,706,148,Credit Card,2024-06-16,859.34
537,16,365,Credit Card,2023-06-24,859.34
538,423,364,Credit Card,2023-09-17,859.34
539,589,971,Credit Card,2025-03-12,859.34
540,805,652,PayPal,2024-04-26,859.34
541,593,702,Bank Transfer,2023-11-02,859.34
542,405,402,PayPal,2024-04-24,859.34
543,940,606,Cryptocurrency,2025-02-19,859.34
544,636,492,PayPal,2024-12-15,859.34
545,531,229,Credit Card,2024-06-15,859.34
546,967,575,PayPal,2024-02-23,859.34
547,614,852,Credit Card,2025-03-06,859.34
548,904,537,PayPal,2023-05-05,859.34
549,77,268,Credit Card,2024-09-12,859.34
550,229,405,Cryptocurrency,2024-06-21,859.34
551,962,793,Credit Card,2023-05-18,859.34
552,297,11,PayPal,2024-01-24,859.34
553,510,320,Cryptocurrency,2023-12-20,859.34
554,715,713,PayPal,2023-09-17,859.34
555,984,126,Cryptocurrency,2023-09-14,859.34
556,966,306,Bank Transfer,2024-10-15,859.34
557,573,702,Bank Transfer,2025-01-26,859.34
558,538,511,Bank Transfer,2024-04-15,859.34
559,583,89,PayPal,2024-09-05,859.34
560,615,355,PayPal,2024-12-09,859.34
561,979,628,Cryptocurrency,2024-03-14,859.34
562,326,352,Cryptocurrency,2023-10-26,859.34
563,363,689,Cryptocurrency,2024-12-12,859.34
564,669,14,Cryptocurrency,2023-07-18,859.34
565,875,257,Credit Card,2024-04-16,859.34
566,359,209,Bank Transfer,2024-04-04,859.34
567,706,281,Credit Card,2024-04-01,859.34
568,787,443,Credit Card,2023-10-31,859.34
569,324,840,Credit Card,2023-08-16,859.34
570,698,837,Credit Card,2024-07-30,859.34
571,326,389,Bank Transfer,2024-03-10,859.34
572,625,617,Credit Card,2023-05-19,859.34
573,825,483,Cryptocurrency,2024-04-05,859.34
574,165,147,PayPal,2024-11-03,859.34
575,573,279,Cryptocurrency,2023-11-20,859.34
576,604,521,PayPal,2023-12-18,859.34
577,798,630,Cryptocurrency,2023-06-09,859.34
578,455,606,Cryptocurrency,2025-03-19,859.34
579,969,434,PayPal,2024-11-28,859.34
580,153,144,Bank Transfer,2023-12-17,859.34
581,737,289,Credit Card,2025-02-26,859.34
