OrderID,CustomerID,OrderDate,TotalAmount
574,514,2025-03-09,353.8
575,873,2023-07-10,353.8
576,637,2025-02-16,353.8
577,622,2023-06-07,353.8
578,598,2023-08-13,353.8
579,937,2024-02-11,353.8
580,632,2024-02-05,353.8
581,127,2024-11-25,353.8
582,255,2024-02-02,353.8
583,695,2024-05-15,353.8
584,16,2024-02-21,353.8
585,477,2024-03-02,353.8
586,62,2023-07-30,353.8
587,881,2025-02-01,353.8
588,432,2024-04-14,353.8
589,670,2023-07-31,353.8
590,268,2024-12-25,353.8
591,35,2024-04-05,353.8
592,779,2024-05-30,353.8
593,576,2023-07-05,353.8
594,494,2024-08-07,353.8
595,562,2024-09-30,353.8
596,469,2024-09-13,353.8
597,767,2024-05-04,353.8
598,661,2023-08-13,353.8
599,325,2023-07-10,353.8
600,304,2024-08-22,353.8
601,276,2024-03-01,353.8
602,869,2023-09-10,353.8
603,963,2023-06-20,353.8
604,684,2024-03-12,353.8
605,929,2023-04-12,353.8
606,201,2024-04-21,353.8
607,445,2025-02-13,353.8
608,905,2023-09-30,353.8
609,324,2024-12-18,353.8
610,35,2024-07-23,353.8
611,977,2024-05-20,353.8
612,482,2023-12-28,353.8
613,728,2024-09-21,353.8
614,480,2023-09-10,353.8
615,65,2024-07-31,353.8
616,8,2023-04-04,353.8
617,301,2024-11-11,353.8
618,343,2023-07-05,353.8
619,431,2025-01-29,353.8
620,424,2024-10-12,353.8
621,332,2024-09-08,353.8
622,438,2024-01-12,353.8
623,588,2023-07-08,353.8
624,174,2024-06-24,353.8
625,559,2023-06-17,353.8
626,527,2023-05-17,353.8
627,873,2023-10-10,353.8
628,659,2025-01-15,353.8
629,26,2024-11-09,353.8
630,820,2023-08-21,353.8
631,605,2023-12-08,353.8
632,406,2023-07-25,353.8
633,232,2024-01-29,353.8
634,533,2023-08-08,353.8
635,819,2023-09-02,353.8
636,550,2023-09-12,353.8
637,788,2023-10-31,353.8
638,505,2024-04-07,353.8
639,669,2024-12-20,353.8
640,179,2024-11-08,353.8
641,132,2025-03-20,353.8
642,823,2024-04-29,353.8
643,455,2024-05-26,353.8
644,348,2024-07-09,353.8
645,540,2023-11-18,353.8
646,772,2023-12-13,353.8
647,406,2024-08-09,353.8
648,76,2024-10-28,353.8
649,941,2024-12-28,353.8
650,579,2024-02-11,353.8
651,854,2023-06-04,353.8
652,492,2024-06-18,353.8
653,194,2024-11-10,353.8
654,984,2023-08-12,353.8
655,162,2023-07-13,353.8
656,347,2023-12-03,353.8
657,951,2023-09-09,353.8
658,361,2025-01-17,353.8
659,769,2023-06-14,353.8
660,584,2023-07-08,353.8
661,87,2024-11-06,353.8
662,934,2023-05-13,353.8
663,262,2025-04-01,353.8
664,214,2023-11-08,353.8
665,665,2023-04-08,353.8
666,722,2023-10-24,353.8
667,913,2024-06-15,353.8
668,573,2025-03-02,353.8
669,780,2023-11-22,353.8
670,262,2023-05-10,353.8
671,730,2024-08-28,353.8
672,283,2023-06-23,353.8
673,648,2024-03-02,353.8
674,467,2024-06-09,353.8
675,380,2024-01-14,353.8
676,362,2023-04-12,353.8
677,449,2023-07-15,353.8
678,441,2024-11-10,353.8
679,93,2023-08-06,353.8
680,621,2023-08-22,353.8
681,753,2023-12-21,353.8
682,867,2024-01-22,353.8
683,424,2024-02-28,353.8
684,142,2023-07-16,353.8
685,291,2024-03-18,353.8
686,432,2024-12-08,353.8
687,749,2024-05-26,353.8
688,852,2023-07-22,353.8
689,824,2024-06-29,353.8
690,689,2024-11-12,353.8
691,653,2025-03-27,353.8
692,701,2023-11-02,353.8
693,998,2024-08-27,353.8
694,49,2024-01-21,353.8
695,302,2024-07-19,353.8
696,881,2023-06-23,353.8
697,190,2023-09-26,353.8
698,136,2023-11-06,353.8
699,555,2023-11-03,353.8
700,404,2024-04-16,353.8
701,892,2023-09-23,353.8
702,865,2024-08-17,353.8
703,602,2023-06-09,353.8
704,807,2023-11-10,353.8
705,341,2023-05-02,353.8
706,757,2025-03-25,353.8
707,945,2024-03-22,353.8
708,704,2024-04-28,353.8
709,318,2024-04-22,353.8
710,618,2023-06-10,353.8
711,363,2023-07-11,353.8
712,822,2023-08-07,353.8
713,382,2024-11-26,353.8
714,233,2024-03-12,353.8
715,777,2024-10-03,353.8
716,344,2024-06-15,353.8
717,549,2024-02-08,353.8
718,817,2024-09-18,353.8
719,553,2025-02-13,353.8
720,529,2024-03-30,353.8
721,856,2024-07-03,353.8
722,789,2023-07-02,353.8
723,819,2024-04-29,353.8
724,571,2024-06-03,353.8
725,935,2024-02-25,353.8
726,183,2024-08-28,353.8
727,41,2024-11-22,353.8
728,551,2023-05-06,353.8
729,397,2024-12-22,353.8
730,704,2023-08-08,353.8
731,779,2024-06-28,353.8
732,494,2025-03-27,353.8
733,659,2024-09-05,353.8
734,907,2024-10-17,353.8
735,333,2023-05-02,353.8
736,127,2023-08-09,353.8
737,558,2023-04-26,353.8
738,557,2024-01-14,353.8
739,1,2023-06-07,353.8
740,168,2025-03-23,353.8
741,620,2023-08-31,353.8
742,19,2025-02-01,353.8
743,332,2024-08-29,353.8
744,584,2023-06-26,353.8
745,456,2023-12-09,353.8
746,957,2023-06-14,353.8
747,109,2024-05-04,353.8
748,268,2023-10-30,353.8
749,445,2024-04-30,353.8
750,240,2023-12-28,353.8
751,929,2024-12-20,353.8
752,301,2024-01-26,353.8
753,602,2023-08-11,353.8
754,103,2024-02-06,353.8
755,988,2024-05-09,353.8
756,250,2023-06-08,353.8
757,453,2025-03-07,353.8
758,520,2023-05-16,353.8
759,153,2024-09-13,353.8
760,859,2024-10-08,353.8
761,174,2024-06-13,353.8
762,343,2023-08-05,353.8
763,670,2024-05-09,353.8
764,431,2024-07-20,353.8
765,727,2024-11-01,353.8
766,689,2024-09-06,353.8
767,687,2024-12-29,353.8
768,852,2024-11-29,353.8
769,850,2025-03-25,353.8
770,658,2024-12-05,353.8
771,962,2025-01-18,353.8
772,324,2025-01-20,353.8
773,990,2023-08-25,353.8
774,673,2024-03-06,353.8
775,639,2024-04-24,353.8
776,420,2024-03-17,353.8
777,594,2024-08-13,353.8
778,485,2023-07-17,353.8
779,659,2024-04-18,353.8
780,751,2024-11-04,353.8
781,412,2023-09-07,353.8
782,936,2024-06-03,353.8
783,84,2025-01-13,353.8
784,113,2024-12-24,353.8
785,737,2024-10-13,353.8
786,332,2025-01-06,353.8
787,378,2023-08-04,353.8
788,755,2024-05-31,353.8
789,655,2024-08-20,353.8
790,41,2023-05-18,353.8
791,935,2024-01-05,353.8
792,770,2023-09-09,353.8
793,959,2024-09-12,353.8
794,797,2023-07-19,353.8
795,105,2024-12-27,353.8
796,202,2023-09-10,353.8
797,450,2024-10-19,353.8
798,819,2023-05-01,353.8
799,843,2024-01-02,353.8
800,973,2025-03-29,353.8
801,266,2024-01-10,353.8
802,910,2024-04-17,353.8
803,210,2024-11-14,353.8
804,563,2023-12-06,353.8
805,118,2023-09-23,353.8
806,713,2023-12-25,353.8
807,377,2023-10-19,353.8
808,551,2023-10-03,353.8
809,540,2024-12-31,353.8
810,771,2024-09-16,353.8
811,84,2025-03-06,353.8
812,454,2023-06-11,353.8
813,667,2023-04-07,353.8
814,629,2023-11-13,353.8
815,514,2023-06-13,353.8
816,605,2024-01-10,353.8
817,678,2024-05-12,353.8
818,387,2023-11-11,353.8
819,912,2023-11-17,353.8
820,350,2023-11-22,353.8
821,296,2025-02-28,353.8
822,258,2023-06-09,353.8
823,81,2024-04-16,353.8
824,937,2025-03-22,353.8
825,268,2023-12-30,353.8
826,419,2024-01-04,353.8
827,235,2023-09-11,353.8
828,833,2024-02-25,353.8
829,311,2025-02-14,353.8
830,813,2023-12-04,353.8
831,975,2024-07-19,353.8
832,986,2024-03-24,353.8
833,357,2023-09-29,353.8
834,213,2023-09-21,353.8
835,574,2023-07-11,353.8
836,49,2023-05-07,353.8
837,127,2024-10-03,353.8
838,223,2024-07-13,353.8
839,921,2023-05-01,353.8
840,279,2023-08-05,353.8
841,408,2023-07-18,353.8
842,505,2024-06-09,353.8
843,294,2024-09-24,353.8
844,796,2023-09-04,353.8
845,277,2023-05-31,353.8
846,438,2023-08-05,353.8
847,107,2025-01-15,353.8
848,658,2024-07-04,353.8
849,420,2024-10-30,353.8
850,611,2024-01-03,353.8
851,429,2024-04-14,353.8
852,375,2023-06-18,353.8
853,73,2024-05-14,353.8
854,949,2025-02-23,353.8
855,998,2024-07-15,353.8
856,634,2024-09-07,353.8
857,30,2023-11-15,353.8
858,188,2023-11-25,353.8
859,364,2024-12-25,353.8
860,866,2023-06-25,353.8
861,800,2025-02-05,353.8
862,451,2024-03-17,353.8
863,195,2024-11-11,353.8
864,156,2024-07-26,353.8
865,172,2024-08-20,353.8
866,847,2025-02-10,353.8
867,41,2025-01-25,353.8
868,63,2025-01-22,353.8
869,23,2024-04-24,353.8
870,360,2024-03-26,353.8
871,75,2025-01-07,353.8
872,560,2023-05-16,353.8
873,672,2023-08-25,353.8
874,825,2024-09-14,353.8
875,118,2023-11-22,353.8
876,612,2024-10-18,353.8
877,380,2024-11-05,353.8
878,929,2024-01-03,353.8
879,920,2024-03-09,353.8
880,679,2024-06-25,353.8
881,290,2024-07-04,353.8
882,440,2025-03-29,353.8
883,668,2023-06-30,353.8
884,933,2023-10-25,353.8
885,7,2024-11-26,353.8
886,196,2024-06-26,353.8
887,421,2023-06-30,353.8
888,568,2023-05-30,353.8
889,833,2024-01-04,353.8
890,193,2024-01-19,353.8
891,559,2024-12-04,353.8
892,148,2024-04-26,353.8
893,787,2024-04-12,353.8
894,669,2024-10-05,353.8
895,202,2023-07-15,353.8
896,444,2024-01-27,353.8
897,914,2024-06-03,353.8
898,988,2024-03-24,353.8
899,419,2023-12-27,353.8
900,427,2023-05-05,353.8
901,479,2023-07-13,353.8
902,475,2024-01-04,353.8
903,126,2023-12-07,353.8
904,395,2023-07-27,353.8
905,817,2023-12-17,353.8
906,881,2024-12-07,353.8
907,806,2025-01-26,353.8
908,576,2024-01-18,353.8
909,325,2024-06-19,353.8
910,392,2024-09-11,353.8
911,930,2023-07-31,353.8
912,688,2023-07-17,353.8
913,628,2023-08-31,353.8
914,440,2024-09-16,353.8
915,204,2024-02-16,353.8
916,486,2023-10-14,353.8
917,833,2025-01-03,353.8
918,31,2024-07-06,353.8
919,388,2024-05-02,353.8
920,625,2024-12-05,353.8
921,877,2023-09-08,353.8
922,434,2023-09-02,353.8
923,837,2025-03-07,353.8
924,926,2024-06-10,353.8
925,376,2024-04-11,353.8
926,344,2025-02-23,353.8
927,443,2024-07-10,353.8
928,579,2024-04-08,353.8
929,75,2024-05-21,353.8
930,557,2024-11-02,353.8
